Date,Repository,URL,Stars,Tags,Description
2023-04-26,diffusion,https://github.com/mosaicml/diffusion,448,🖼️ 2️⃣,This repo contains code used to train your own Stable Diffusion model on your own data.
2023-04-26,Multimodal-GPT,https://github.com/open-mmlab/Multimodal-GPT,1187,🔠 🖼️ ⛽ 🚌,Multimodal-GPT
2023-04-26,UnpromptedControl,https://github.com/vijishmadhavan/UnpromptedControl,355,"🔠 🖼️ 🔨 ""Jupyter""","Remove unwanted objects and restore images without prompts, powered by ControlNet."
2023-04-25,ChatGpt-Web,https://github.com/79E/ChatGpt-Web,935,"🔠 🔨 ""TypeScript""",A commercially-viable ChatGpt web application built with React. 使用React搭建的一款可商业化的ChatGpt Web应用。
2023-04-25,HugNLP,https://github.com/HugAILab/HugNLP,323,🔠 2️⃣,HugNLP is a unified and comprehensive NLP library based on HuggingFace Transformer. Please hugging for NLP now!😊
2023-04-25,mPLUG-Owl,https://github.com/X-PLUG/mPLUG-Owl,1383,🔠 🖼️ ⛽ 🚌 2️⃣,mPLUG-Owl🦉: Modularization Empowers Large Language Models with Multimodality
2023-04-25,RasaGPT,https://github.com/paulpierre/RasaGPT,1819,"🔠 🔨 ""Python""","💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram"
2023-04-25,Chat-with-Github-Repo,https://github.com/peterw/Chat-with-Github-Repo,968,"🔠 🔨 ""Python""","This repository contains two Python scripts that demonstrate how to create a chatbot using Streamlit, OpenAI GPT-3.5-turbo, and Activeloop's Deep Lake."
2023-04-25,Chrome-GPT,https://github.com/richardyc/Chrome-GPT,1256,"🔠 🔨 ""Python""",An AutoGPT agent that controls Chrome on your desktop
2023-04-24,word-GPT-Plus,https://github.com/Kuingsmile/word-GPT-Plus,315,"🔠 🔨 ""Vue""",Word GPT Plus is a word add-in which integrates the chatGPT model into Microsoft Word. Both official and web api is supported.
2023-04-24,starcoder,https://github.com/bigcode-project/starcoder,6215,🔠 ⛽ 🚕 2️⃣,Home of StarCoder: fine-tuning & inference!
2023-04-24,midjourney-api,https://github.com/erictik/midjourney-api,1092,"🖼️ 🔨 ""TypeScript""",MidJourney client. Unofficial Node.js client
2023-04-24,SalesGPT,https://github.com/filip-michalsky/SalesGPT,963,"🔠 🔨 ""Python""",Context-aware AI Sales Agent to automate sales outreach.
2023-04-24,midjourney-proxy,https://github.com/novicezk/midjourney-proxy,2783,"🖼️ 🔨 ""Java""",代理 MidJourney 的discord频道，实现api形式调用AI绘图
2023-04-24,StableHoudini,https://github.com/stassius/StableHoudini,311,🖼️ 🔌,Stable Diffusion Houdini Toolset
2023-04-24,wonderful-prompts,https://github.com/yzfly/wonderful-prompts,939,🔠 📝,🔥中文 prompt 精选🔥，ChatGPT 使用指南，提升 ChatGPT 可玩性和可用性！🚀
2023-04-23,LearnPrompt,https://github.com/LearnPrompt/LearnPrompt,567,🔠 📝,"永久免费开源的 AIGC 课程, 目前已支持 ChatGPT, Midjourney, Runway, Stable Diffusion, AI数字人，AI声音&音乐，大模型微调"
2023-04-23,LLMsPracticalGuide,https://github.com/Mooler0410/LLMsPracticalGuide,6198,🔠 📝,"A curated list of practical guide resources of LLMs (LLMs Tree, Examples, Papers)"
2023-04-23,ChatLLM-Web,https://github.com/Ryan-yang125/ChatLLM-Web,556,"🔠 🔨 ""JavaScript""","🗣️ Chat with LLM like Vicuna totally in your browser with WebGPU, safely, privately, and with no server. Powered by web llm."
2023-04-23,GPT4Tools,https://github.com/StevenGrove/GPT4Tools,580,🔠 🖼️ ⛽ 🚌 2️⃣,"GPT4Tools is an intelligent system that can automatically decide, control, and utilize different visual foundation models, allowing the user to interact with images during a conversation."
2023-04-23,VisualGLM-6B,https://github.com/THUDM/VisualGLM-6B,3292,🔠 🖼️ 🚌 2️⃣ ✂️,Chinese and English multimodal conversational language model \| 多模态中英双语对话语言模型
2023-04-23,vercel-reverse-proxy,https://github.com/gaboolic/vercel-reverse-proxy,647,🔠 🔨,vercel反向代理\|OpenAI/ChatGPT 免翻墙代理\|github免翻墙代理\|github下载加速\|google代理\|vercel万能代理
2023-04-23,NewBingGoGo-Web,https://github.com/jianjianai/NewBingGoGo-Web,678,"🔠 🔨 ""JavaScript""",一个基于微软OpenAI ChatGPT GPT4的New Bing接口的Web服务。 提供了好看的对话页面。 实现了微软New Bing的大多数功能，还添加了一些自己的特色功能。 开源免费。
2023-04-23,LaMini-LM,https://github.com/mbzuai-nlp/LaMini-LM,717,🔠 ⛽ 🚌,LaMini-LM: A Diverse Herd of Distilled Models from Large-Scale Instructions
2023-04-23,godot-dodo,https://github.com/minosvasilias/godot-dodo,449,🔠 🚕 2️⃣,Finetuning large language models for GDScript generation.
2023-04-23,WizardLM,https://github.com/nlpxucan/WizardLM,6641,🔠 ⛽ 🚌 2️⃣,"Family of instruction-following LLMs powered by Evol-Instruct: WizardLM, WizardCoder and WizardMath"
2023-04-23,chart-gpt,https://github.com/whoiskatrin/chart-gpt,3245,"🔠 🔨 ""TypeScript""",AI tool to build charts based on text input
2023-04-22,ChatGLM-6B-Engineering,https://github.com/LemonQu-GIT/ChatGLM-6B-Engineering,537,"🔠 🖼️ 🔨 ""Python""",ChatGLM-6B Prompt Engineering Project
2023-04-22,one-api,https://github.com/songquanpeng/one-api,3567,"🔠 🔨 ""Go""","OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问以及 360 智脑，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
2023-04-21,Camel-AutoGPT,https://github.com/SamurAIGPT/Camel-AutoGPT,1003,"🔠 🔨 ""JavaScript""","🚀 Introducing 🐪 CAMEL: a game-changing role-playing approach for LLMs and auto-agents like BabyAGI & AutoGPT! Watch two agents 🤝 collaborate and solve tasks together, unlocking endless possibilities in #ConversationalAI, 🎮 gaming, 📚 education, and more! 🔥"
2023-04-21,prompt-engineering,https://github.com/brexhq/prompt-engineering,6912,🔠 📝,Tips and tricks for working with Large Language Models like OpenAI's GPT-4.
2023-04-21,openai,https://github.com/itamargol/openai,313,"🔠 🔨 ""Python""",LLMs Best Tricks
2023-04-21,law-cn-ai,https://github.com/lvwzhen/law-cn-ai,4448,"🔠 ⛽ 🔨 🀄 ""MDX""",⚖️ AI 法律助手
2023-04-21,Gumroad-Landing-Page-Generator,https://github.com/peterw/Gumroad-Landing-Page-Generator,353,"🔠 🔨 ""Python""","This project is a Python script that scrapes data from a Gumroad site, generates a colorful and well-designed HTML page using OpenAI's GPT-4 model, and deploys the generated page to Vercel."
2023-04-21,awesome-chatgpt-dataset,https://github.com/voidful/awesome-chatgpt-dataset,525,🔠 ⛽ 📝,Unlock the Power of LLM: Explore These Datasets to Train Your Own ChatGPT!
2023-04-20,WebGPT,https://github.com/0hq/WebGPT,3186,🔠 💡,Run GPT model on the browser with WebGPU. An implementation of GPT inference in less than ~1500 lines of vanilla Javascript. 
2023-04-20,StableDiffusion-CheatSheet,https://github.com/SupaGruen/StableDiffusion-CheatSheet,1355,🖼️ 📝,"A list of StableDiffusion styles and some notes for offline use. Pure HTML, CSS and a bit of JS."
2023-04-20,lamini,https://github.com/lamini-ai/lamini,2160,🔠 ⛽,
2023-04-20,babyagi-ui,https://github.com/miurla/babyagi-ui,1078,"🔠 🔨 ""TypeScript""","BabyAGI UI is designed to make it easier to run and develop with babyagi in a web app, like a ChatGPT."
2023-04-20,chatglm-openai-api,https://github.com/ninehills/chatglm-openai-api,488,"🔠 🔨 ""Python""",Provide OpenAI style API for  ChatGLM-6B and Chinese Embeddings Model
2023-04-20,LaWGPT,https://github.com/pengxiao-song/LaWGPT,5129,🔠 ⛽ 🚕 1️⃣ 2️⃣," 🎉 Repo for LaWGPT, Chinese-Llama tuned with Chinese Legal knowledge. 基于中文法律知识的大语言模型"
2023-04-20,VLog,https://github.com/showlab/VLog,400,"🔠 🎥 🔨 ""Python""","Transform Video as a Document with ChatGPT, CLIP, BLIP2, GRIT, Whisper, LangChain."
2023-04-19,Free-Auto-GPT,https://github.com/IntelligenzaArtificiale/Free-Auto-GPT,2097,🔠 ❓,"Free Auto GPT with NO paids API is a repository that offers a simple version of Auto GPT, an autonomous AI agent capable of performing tasks independently. Unlike other versions, our implementation does not rely on any paid OpenAI API, making it accessible to anyone. "
2023-04-19,Ask-Anything,https://github.com/OpenGVLab/Ask-Anything,2120,"🔠 🎥 🔨 ""Python""","[VideoChatGPT] ChatGPT with video understanding! And many more supported LMs such as miniGPT4, StableLM, and MOSS."
2023-04-19,MiniGPT-4-ZH,https://github.com/RiseInRose/MiniGPT-4-ZH,752,🔠 🖼️ 🚌 2️⃣ ✂️,MiniGPT-4 中文部署翻译 完善部署细节
2023-04-19,StableLM,https://github.com/Stability-AI/StableLM,15399,🔠 🚌,StableLM: Stability AI Language Models
2023-04-19,OpenLLM,https://github.com/bentoml/OpenLLM,5817,🔠 💡,Operating LLMs in production
2023-04-19,LlamaAcademy,https://github.com/danielgross/LlamaAcademy,1196,"🔠 🔨 ""Python""",A school for camelids
2023-04-19,naturalspeech2-pytorch,https://github.com/lucidrains/naturalspeech2-pytorch,912,🎵 2️⃣,"Implementation of Natural Speech 2, Zero-shot Speech and Singing Synthesizer, in Pytorch"
2023-04-19,chameleon-llm,https://github.com/lupantech/chameleon-llm,868,"🔠 🖼️ 🔨 ""Jupyter""","Codes for ""Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models""."
2023-04-19,prompts,https://github.com/mckaywrigley/prompts,764,🔠 📝,My favorite AI prompts.
2023-04-19,quillman,https://github.com/modal-labs/quillman,809,"🔠 🎵 🔨 ""JavaScript""","A chat app that transcribes audio in real-time, streams back a response from a language model, and synthesizes this response as natural-sounding speech."
2023-04-18,NeMo-Guardrails,https://github.com/NVIDIA/NeMo-Guardrails,2069,"🔠 🔨 ""Python""",NeMo Guardrails is an open-source toolkit for easily adding programmable guardrails to LLM-based conversational systems.
2023-04-18,Auto-GPT-ZH,https://github.com/kaqijiang/Auto-GPT-ZH,2260,"🔠 🔨 🀄 ""Python""",Auto-GPT中文版本及爱好者组织 同步更新原项目 AI领域创业 自媒体组织 用AI工作学习创作变现
2023-04-18,vault-ai,https://github.com/pashpashpash/vault-ai,3028,"🔠 🔨 ""JavaScript""","OP Vault ChatGPT: Give ChatGPT long-term memory using the OP Stack (OpenAI + Pinecone Vector Database). Upload your own custom knowledge base files (PDF, txt, epub, etc) using a simple React frontend."
2023-04-18,chatgpt-clone,https://github.com/xtekky/chatgpt-clone,3089,"🔠 🔨 ""Python""",ChatGPT interface with better UI 
2023-04-17,AGiXT,https://github.com/Josh-XT/AGiXT,1985,"🔠 🔨 ""Python""","AGiXT is a dynamic AI Automation Platform that seamlessly orchestrates instruction management and complex task execution across diverse AI providers. Combining adaptive memory, smart features, and a versatile plugin system, AGiXT delivers efficient and comprehensive AI solutions."
2023-04-17,HealthGPT,https://github.com/StanfordBDHG/HealthGPT,1495,"🔠 🔨 ""Swift""",Query your Apple Health data with natural language 💬 🩺
2023-04-17,h2o-llmstudio,https://github.com/h2oai/h2o-llmstudio,2593,🔠 ⛽ 🚌 2️⃣ 💰,H2O LLM Studio - a framework and no-code GUI for fine-tuning LLMs. Documentation: https://h2oai.github.io/h2o-llmstudio/
2023-04-17,LLaVA,https://github.com/haotian-liu/LLaVA,4837,🔠 🖼️ ⛽ 🚌 1️⃣ 2️⃣,Visual Instruction Tuning: Large Language-and-Vision Assistant built towards multimodal GPT-4 level capabilities.
2023-04-17,SdPaint,https://github.com/houseofsecrets/SdPaint,1522,🖼️ 🔌,Stable Diffusion Painting
2023-04-17,Awesome-Video-Diffusion,https://github.com/showlab/Awesome-Video-Diffusion,906,🎥 📝,"A curated list of recent diffusion models for video generation, editing, restoration, understanding, etc."
2023-04-17,Chinese-LangChain,https://github.com/yanqiangmiffy/Chinese-LangChain,2196,"🔠 🔨 ""Python""",中文langchain项目\|小必应，Q.Talk，强聊，QiangTalk
2023-04-16,hyperDB,https://github.com/jdagdelen/hyperDB,1235,"🔠 🔨 ""Python""",A hyper-fast local vector database for use with LLM Agents. Now accepting SAFEs at $135M cap.
2023-04-15,AutoGPT-Next-Web,https://github.com/ConnectAI-E/AutoGPT-Next-Web,2451,"🔠 🔨 ""TypeScript""","🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.一键免费部署你的私人AutoGPT 网页应用"
2023-04-15,MOSS,https://github.com/OpenLMLab/MOSS,11422,🔠 ⛽ 🚌 ✂️ 💰 🀄,An open-source tool-augmented conversational language model from Fudan University
2023-04-15,MiniGPT-4,https://github.com/Vision-CAIR/MiniGPT-4,22274,🔠 🖼️ 🚌 1️⃣ 2️⃣,MiniGPT-4: Enhancing Vision-language Understanding with Advanced Large Language Models
2023-04-15,show-me-chatgpt-plugin,https://github.com/bra1nDump/show-me-chatgpt-plugin,575,🔠 🔌,Create and edit diagrams in ChatGPT
2023-04-15,gptrpg,https://github.com/dzoba/gptrpg,911,"🔠 🔨 ""JavaScript""",A demo of an GPT-based agent existing in an RPG-like environment
2023-04-15,ai-brainstore,https://github.com/mckaywrigley/ai-brainstore,633,"🔠 🔨 ""TypeScript""",A proof-of-concept of a brain for an AI agent.
2023-04-15,ipython-gpt,https://github.com/santiagobasulto/ipython-gpt,584,"🔠 🔨 ""Python""",An ChatGPT integration for Jupyter Notebooks and the IPython Shell
2023-04-14,loopgpt,https://github.com/farizrahman4u/loopgpt,1182,"🔠 🔨 ""Python""",Modular Auto-GPT Framework
2023-04-14,thinkgpt,https://github.com/jina-ai/thinkgpt,1333,"🔠 🔨 ""Python""",Agent techniques to augment your LLM and push it beyong its limits
2023-04-14,mini-agi,https://github.com/muellerberndt/mini-agi,2510,"🔠 🔨 ""Python""","MiniAGI is a minimal general-purpose autonomous agent based on GPT-3.5 / GPT-4. Can analyze stock prices, perform network security tests, create art, and order pizza."
2023-04-14,auto-evaluator,https://github.com/rlancemartin/auto-evaluator,900,"🔠 🔨 ""Python""",Evaluation tool for LLM QA chains
2023-04-14,llama-lab,https://github.com/run-llama/llama-lab,871,"🔠 🔨 ""Python""",Llama Lab is a repo dedicated to building cutting-edge projects using LlamaIndex.
2023-04-14,superpower-chatgpt,https://github.com/saeedezzati/superpower-chatgpt,1076,"🔠 🔨 ""JavaScript""","ChatGPT with superpowers! Search chat history, create folders, export all chats, pin messages, access thousands of community prompts, incognito mode, language and tone selection, and many more features"
2023-04-14,RedPajama-Data,https://github.com/togethercomputer/RedPajama-Data,3431,🔠 ⛽,The RedPajama-Data repository contains code for preparing large datasets for training large language models.
2023-04-13,Anything-3D,https://github.com/Anything-of-anything/Anything-3D,1299,"🖼️ 🔨 🧊 ""Python""",Segment-Anything + 3D. Let's lift anything to 3D.
2023-04-13,HuatuoGPT,https://github.com/FreedomIntelligence/HuatuoGPT,636,🔠 ⛽ 🚕 2️⃣,"HuatuoGPT, Towards Taming Language Models To Be a Doctor. (An Open Medical GPT)"
2023-04-13,AutoGPTQ,https://github.com/PanQiWei/AutoGPTQ,1952,🔠 ✂️,"An easy-to-use LLMs quantization package with user-friendly apis, based on GPTQ algorithm."
2023-04-13,DB-GPT,https://github.com/eosphoros-ai/DB-GPT,6235,"🔠 🔨 ""Python""",Revolutionizing Database Interactions with Private LLM Technology
2023-04-13,web-llm,https://github.com/mlc-ai/web-llm,7196,🔠 💡,Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.
2023-04-13,prm800k,https://github.com/openai/prm800k,957,🔠 ⛽,"800,000 step-level correctness labels on LLM solutions to MATH problems"
2023-04-12,TemporalKit,https://github.com/CiaraStrawberry/TemporalKit,1471,🖼️ 🔌,An all in one solution for adding Temporal Stability to a Stable Diffusion Render via an automatic1111 extension
2023-04-12,dify,https://github.com/langgenius/dify,8019,"🔠 ⛽ 2️⃣ 🔨 ""TypeScript""","One API for plugins and datasets, one interface for prompt engineering and visual operation, all for creating powerful AI applications."
2023-04-12,Image2Paragraph,https://github.com/showlab/Image2Paragraph,698,"🖼️ 🔨 ""Python""","[A toolbox for fun.] Transform Image into Unique Paragraph with ChatGPT, BLIP2, OFA, GRIT, Segment Anything, ControlNet."
2023-04-11,smartgpt,https://github.com/Cormanz/smartgpt,1591,"🔠 🔨 ""Rust""",A program that provides LLMs with the ability to complete complex tasks using plugins.
2023-04-11,hugging-llm,https://github.com/datawhalechina/hugging-llm,1757,🔠 📝,"HuggingLLM, Hugging Future."
2023-04-11,skyagi,https://github.com/litanlitudan/skyagi,668,"🔠 🔨 ""TypeScript""",SkyAGI: Emerging human-behavior simulation capability in LLM
2023-04-10,sd-webui-segment-anything,https://github.com/continue-revolution/sd-webui-segment-anything,2439,🖼️ 🔌,Segment Anything for Stable Diffusion WebUI
2023-04-10,ai-legion,https://github.com/eumemic/ai-legion,1179,"🔠 🔨 ""TypeScript""",An LLM-powered autonomous agent platform
2023-04-10,pyllms,https://github.com/kagisearch/pyllms,543,"🔠 🔨 ""Python""","Minimal Python library to connect to LLMs (OpenAI, Anthropic, AI21, Cohere, Aleph Alpha, HuggingfaceHub, Google PaLM2, with a built-in model performance benchmark."
2023-04-10,LangChain-ChatGLM-Webui,https://github.com/thomas-yanxin/LangChain-ChatGLM-Webui,2143,"🔠 🔨 ""Python""",基于LangChain和ChatGLM-6B等系列LLM的针对本地知识库的自动问答
2023-04-09,a1111-sd-webui-lycoris,https://github.com/KohakuBlueleaf/a1111-sd-webui-lycoris,749,🖼️ 🔌,An extension for stable-diffusion-webui to load lycoris models. 
2023-04-09,telegram-chatgpt-concierge-bot,https://github.com/RafalWilinski/telegram-chatgpt-concierge-bot,1086,"🔠 🔨 ""TypeScript""",Interact with OpenAI's ChatGPT via Telegram and Voice.
2023-04-09,Auto-GPT-Plugins,https://github.com/Significant-Gravitas/Auto-GPT-Plugins,3558,🔠 🔌,Plugins for Auto-GPT
2023-04-09,Inpaint-Anything,https://github.com/geekyutao/Inpaint-Anything,4014,🖼️ 🎥 🚌 🧊,Inpaint anything using Segment Anything and inpainting models.
2023-04-09,turbopilot,https://github.com/ravenscroftj/turbopilot,3783,"🔠 🔨 ""C++""",Turbopilot is an open source large-language-model based code completion engine that runs locally on CPU
2023-04-09,EditAnything,https://github.com/sail-sg/EditAnything,2559,"🖼️ 🔨 ""Python""","Edit anything in images  powered by segment-anything, ControlNet, StableDiffusion, etc."
2023-04-08,OpenAGI,https://github.com/agiresearch/OpenAGI,1358,"🔠 🖼️ 🔨 ""Python""",OpenAGI: When LLM Meets Domain Experts
2023-04-08,ChatGLM-Efficient-Tuning,https://github.com/hiyouga/ChatGLM-Efficient-Tuning,2961,🔠 ⛽ 2️⃣ 3️⃣ 🀄,Fine-tuning ChatGLM-6B with PEFT \| 基于 PEFT 的高效 ChatGLM 微调
2023-04-08,ChatALL,https://github.com/sunner/ChatALL,9355,"🔠 🔨 ""JavaScript"""," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers"
2023-04-07,ChainFury,https://github.com/NimbleBoxAI/ChainFury,422,"🔠 🔨 ""Python""",🦋 Build complex chat apps using LLMs in 4 clicks ⚡️
2023-04-07,lanarky,https://github.com/ajndkr/lanarky,760,"🔠 🔨 ""Python""",FastAPI framework to build production-grade LLM applications
2023-04-07,LangChain-Chinese-Getting-Started-Guide,https://github.com/liaokongVFX/LangChain-Chinese-Getting-Started-Guide,5223,🔠 📝,LangChain 的中文入门教程
2023-04-07,AgentGPT,https://github.com/reworkd/AgentGPT,26091,"🔠 🔨 ""TypeScript""","🤖 Assemble, configure, and deploy autonomous AI Agents in your browser."
2023-04-07,bark,https://github.com/suno-ai/bark,25973,🔠 🎵 🚌 💰,🔊 Text-Prompted Generative Audio Model
2023-04-07,Caption-Anything,https://github.com/ttengwang/Caption-Anything,1379,"🔠 🖼️ 🔨 ""Python""","Caption-Anything is a versatile tool combining image segmentation, visual captioning, and ChatGPT, generating tailored captions with diverse controls for user preferences. https://huggingface.co/spaces/TencentARC/Caption-Anything https://huggingface.co/spaces/VIPLab/Caption-Anything"
2023-04-06,Grounded-Segment-Anything,https://github.com/IDEA-Research/Grounded-Segment-Anything,10618,"🔠 🖼️ 🔨 ""Jupyter""","Grounded-SAM: Marrying Grounding DINO with Segment Anything & Stable Diffusion & Recognize Anything - Automatically Detect , Segment and Generate Anything"
2023-04-06,GPT-4-LLM,https://github.com/Instruction-Tuning-with-GPT-4/GPT-4-LLM,3330,🔠 ⛽ 2️⃣,Instruction Tuning with GPT-4
2023-04-06,lollms-webui,https://github.com/ParisNeo/lollms-webui,2767,"🔠 🔨 ""CSS""",Lord of Large Language Models Web User Interface
2023-04-06,ChatGLM-Finetuning,https://github.com/liucongg/ChatGLM-Finetuning,1460,🔠 2️⃣ 🀄,基于ChatGLM-6B、ChatGLM2-6B模型，进行下游具体任务微调，涉及Freeze、Lora、P-tuning、全参微调等
2023-04-06,plugins-quickstart,https://github.com/openai/plugins-quickstart,3725,🔠 📝 🔌,Get a ChatGPT plugin up and running in under 5 minutes!
2023-04-06,threestudio,https://github.com/threestudio-project/threestudio,2602,🖼️ 🚌 2️⃣ 🧊,A unified framework for 3D content generation.
2023-04-05,ai-shell,https://github.com/BuilderIO/ai-shell,3225,"🔠 🔨 ""TypeScript""",A CLI that converts natural language to shell commands.
2023-04-05,ChatGPT-to-API,https://github.com/acheong08/ChatGPT-to-API,986,"🔠 🔨 ""Go""",Scalable unofficial ChatGPT API for production.
2023-04-05,ix,https://github.com/kreneskyp/ix,704,"🔠 🔨 ""Python""",Autonomous GPT-4 agent platform
2023-04-04,carefree-drawboard,https://github.com/carefree0910/carefree-drawboard,911,"🖼️ 🔨 ""TypeScript""",🎨 Infinite Drawboard in Python
2023-04-04,cf-openai-azure-proxy,https://github.com/haibbo/cf-openai-azure-proxy,1258,"🔠 🔨 ""JavaScript""",A Cloudflare worker script to proxy OpenAI‘s request to Azure OpenAI Service
2023-04-04,llm_agents,https://github.com/mpaepper/llm_agents,775,"🔠 🔨 ""Python""",Build agents which are controlled by LLMs
2023-04-04,docker-prompt-generator,https://github.com/soulteary/docker-prompt-generator,1034,"🔠 🖼️ 🔨 ""Python""",Using a Model to generate prompts for Model applications. / 使用模型来生成作图咒语的偷懒工具，支持 MidJourney、Stable Diffusion 等。
2023-04-04,AutoGPT.js,https://github.com/zabirauf/AutoGPT.js,948,"🔠 🔨 ""TypeScript""",Auto-GPT on the browser
2023-04-03,GPTeam,https://github.com/101dotxyz/GPTeam,1279,"🔠 🔨 ""Python""",GPTeam: An open-source multi-agent simulation
2023-04-03,VideoCrafter,https://github.com/VideoCrafter/VideoCrafter,1998,🔠 🎥 🚌 2️⃣,A Toolkit for Text-to-Video Generation and Editing
2023-04-03,cloudflare-proxy,https://github.com/barretlee/cloudflare-proxy,745,"🔠 🔨 ""JavaScript""",Cloudflare Worker 代理请求 ChatGPT API，支持 Stream 流式输出
2023-04-03,babyagi,https://github.com/yoheinakajima/babyagi,16853,"🔠 🔨 ""Python""",
2023-04-02,JittorLLMs,https://github.com/Jittor/JittorLLMs,1832,🔠 💡,计图大模型推理库，具有高性能、配置要求低、中文支持好、可移植等特点
2023-04-02,courses,https://github.com/SkalskiP/courses,3634,🔠 📝,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI)
2023-04-02,ChatGPT-Plugins-Collection,https://github.com/logankilpatrick/ChatGPT-Plugins-Collection,642,🔠 📝 🔌,"An unofficial collection of Plugins for ChatGPT, in any programming language!"
2023-04-02,Firefly,https://github.com/yangjianxin1/Firefly,2294,🔠 ⛽ 🚌 2️⃣ ✂️ 🀄,Firefly(流萤): 中文对话式大语言模型(全量微调+QLoRA)，支持微调Llma2、Llama、Qwen、Baichuan、ChatGLM2、InternLM、Ziya、Bloom等大模型
2023-04-01,LLMZoo,https://github.com/FreedomIntelligence/LLMZoo,2608,🔠 ⛽ 🚌 2️⃣ ✂️ 📝,"⚡LLM Zoo is a project that provides data, models, and evaluation benchmark for large language models.⚡"
2023-04-01,Otter,https://github.com/Luodian/Otter,2370,🔠 🖼️ ⛽ 🚌 2️⃣,"🦦 Otter, a multi-modal model based on OpenFlamingo (open-sourced version of DeepMind's Flamingo), trained on MIMIC-IT and showcasing improved instruction-following and in-context learning ability."
2023-04-01,ImageReward,https://github.com/THUDM/ImageReward,609,🔠 🖼️ 3️⃣ 🔌,ImageReward: Learning and Evaluating Human Preferences for Text-to-image Generation
2023-04-01,AI-Functions,https://github.com/Torantulino/AI-Functions,894,"🔠 🔨 ""Python""",AI-Powered Function Magic: Never code again with GPT models!
2023-04-01,llm,https://github.com/simonw/llm,1014,"🔠 🔨 ""Python""",Access large language models from the command-line
2023-04-01,nextjs-openai-doc-search,https://github.com/supabase-community/nextjs-openai-doc-search,1218,"🔠 🔨 ""TypeScript""","Template for building your own custom ChatGPT style doc search powered by Next.js, OpenAI, and Supabase."
2023-04-01,unit-minions,https://github.com/unit-mesh/unit-minions,812,🔠 📝,《AI 研发提效研究：自己动手训练 LoRA》，包含 Llama  （Alpaca LoRA）模型、ChatGLM （ChatGLM Tuning）相关 Lora 的训练。训练内容：用户故事生成、测试代码生成、代码辅助生成、文本转 SQL、文本生成代码……
2023-03-31,Flowise,https://github.com/FlowiseAI/Flowise,15048,"🔠 🔨 ""TypeScript""",Drag & drop UI to build your customized LLM flow
2023-03-31,Mr.-Ranedeer-AI-Tutor,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,15986,🔠 📝,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
2023-03-31,best-chinese-prompt,https://github.com/K-Render/best-chinese-prompt,772,🔠 📝,AI中文提示词秘籍ChatGPT中文提示词秘籍（Prompt圣经）K-Render整理
2023-03-31,Chinese-alpaca-lora,https://github.com/LC1332/Chinese-alpaca-lora,644,🔠 ⛽ 🚌 🀄,骆驼:A Chinese finetuned instruction LLaMA. Developed by 陈启源 @ 华中师范大学 & 李鲁鲁 @ 商汤科技 & 冷子昂 @ 商汤科技
2023-03-31,BMTools,https://github.com/OpenBMB/BMTools,2533,🔠 🔌,"Tool Learning for Big Models, Open-Source Solutions of ChatGPT-Plugins"
2023-03-31,Huatuo-Llama-Med-Chinese,https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese,3604,🔠 ⛽ 🚕 2️⃣ 🀄,"Repo for BenTsao [original name: HuaTuo (华驼)], Instruction-tuning Large Language Models with Chinese Medical Knowledge. 本草（原名：华驼）模型仓库，基于中文医学知识的大语言模型指令微调"
2023-03-31,Med-ChatGLM,https://github.com/SCIR-HI/Med-ChatGLM,759,🔠 ⛽ 🚕 2️⃣,Repo for Chinese Medical ChatGLM 基于中文医学知识的ChatGLM指令微调
2023-03-31,Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,14988,"🔠 🔨 🀄 ""Python""","Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 \| Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
2023-03-31,sudolang-llm-support,https://github.com/paralleldrive/sudolang-llm-support,694,🔠 🔨,SudoLang LLM Support for VSCode
2023-03-31,baize-chatbot,https://github.com/project-baize/baize-chatbot,3017,🔠 ⛽ 🚌 2️⃣,Let ChatGPT teach your own chatbot in hours with a single GPU!
2023-03-30,Llama-X,https://github.com/AetherCortex/Llama-X,1419,🔠 🚌 2️⃣,Open Academic Research on Improving LLaMA to SOTA LLM
